"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"PRT","Portugal","IND-EQUI-NEWREG-LGV-GDP","First registrations of light goods road motor vehicles per one million units of current USD GDP","2019","2019",0.17928476904852,,
"PRT","Portugal","IND-EQUI-NEWREG-LGV-GDP","First registrations of light goods road motor vehicles per one million units of current USD GDP","2020","2020",0.14012024321433,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2014","2014",0.00662891248084,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2015","2015",0.00949877813821,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2016","2016",0.01014406351413,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2017","2017",0.01315065029286,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2018","2018",0.0123930559039,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2019","2019",0.01245484531879,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-GDP","First registrations of heavy goods road motor vehicles per one million units of current USD GDP","2020","2020",0.01089804708535,,
"PRT","Portugal","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2017","2017",3.1188411988,,
"PRT","Portugal","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2018","2018",3.5444993116372,,
"PRT","Portugal","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2019","2019",3.8095467712618,,
"PRT","Portugal","IND-EQUI-NEWREG-2WHEELERS-PC","First registrations of motorised two-wheelers per one thousand inhabitants","2020","2020",3.5650880089221,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","1994","1994",0.07356234408661,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","1995","1995",0.08956555320792,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","1996","1996",0.09548939307598,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","1997","1997",0.09387695708478,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","1998","1998",0.12430862554226,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","1999","1999",0.11802899794359,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2000","2000",0.14169236662987,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2001","2001",0.12207217370108,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2002","2002",0.09750825149182,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2009","2009",0.09310910314644,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2010","2010",0.09807908749563,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2011","2011",0.06734510625561,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2012","2012",0.05506501095023,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2014","2014",0.06057073787273,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2015","2015",0.0666146879015,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2016","2016",0.08764749475374,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2017","2017",0.09368659165267,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2018","2018",0.10988132622288,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2019","2019",0.10781369288341,,
"PRT","Portugal","IND-EQUI-NEWREG-BUS-PC","First registrations of buses per one thousand inhabitants","2020","2020",0.05875451499313,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","1994","1994",24.346033263191,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","1995","1995",22.821462539656,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","1996","1996",26.683571899489,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","1997","1997",28.462820718654,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","1998","1998",31.8872785525,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","1999","1999",34.407997472653,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2000","2000",33.08069720419,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2001","2001",29.216551404158,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2002","2002",25.660601608637,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2009","2009",17.139266332439,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2010","2010",23.532644163017,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2011","2011",16.782570972838,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2012","2012",10.461591251378,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2014","2014",16.598497345752,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2015","2015",21.711754190643,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2016","2016",26.401071836855,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2017","2017",28.368979544285,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2018","2018",29.727274548315,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2019","2019",29.534341091609,,
"PRT","Portugal","IND-EQUI-NEWREG-PASSCAR-PC","First registrations of passenger cars per one thousand inhabitants","2020","2020",19.712965256853,,
"PRT","Portugal","IND-EQUI-NEWREG-LGV-PC","First registrations of light goods road motor vehicles per one thousand inhabitants","2014","2014",2.4968604167536,,
"PRT","Portugal","IND-EQUI-NEWREG-LGV-PC","First registrations of light goods road motor vehicles per one thousand inhabitants","2015","2015",2.9229366534866,,
"PRT","Portugal","IND-EQUI-NEWREG-LGV-PC","First registrations of light goods road motor vehicles per one thousand inhabitants","2016","2016",3.2700747628288,,
"PRT","Portugal","IND-EQUI-NEWREG-LGV-PC","First registrations of light goods road motor vehicles per one thousand inhabitants","2017","2017",3.6732910691922,,
"PRT","Portugal","IND-EQUI-NEWREG-LGV-PC","First registrations of light goods road motor vehicles per one thousand inhabitants","2018","2018",4.0789309655496,,
"PRT","Portugal","IND-EQUI-NEWREG-LGV-PC","First registrations of light goods road motor vehicles per one thousand inhabitants","2019","2019",4.1828601893613,,
"PRT","Portugal","IND-EQUI-NEWREG-LGV-PC","First registrations of light goods road motor vehicles per one thousand inhabitants","2020","2020",3.116611396958,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-PC","First registrations of heavy goods road motor vehicles per one thousand inhabitants","2014","2014",0.14652349923498,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-PC","First registrations of heavy goods road motor vehicles per one thousand inhabitants","2015","2015",0.18285249113832,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-PC","First registrations of heavy goods road motor vehicles per one thousand inhabitants","2016","2016",0.20279983868987,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-PC","First registrations of heavy goods road motor vehicles per one thousand inhabitants","2017","2017",0.28261312777298,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-PC","First registrations of heavy goods road motor vehicles per one thousand inhabitants","2018","2018",0.29201205544009,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-PC","First registrations of heavy goods road motor vehicles per one thousand inhabitants","2019","2019",0.29058172049461,,
"PRT","Portugal","IND-EQUI-NEWREG-HGV-PC","First registrations of heavy goods road motor vehicles per one thousand inhabitants","2020","2020",0.24239879243448,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","1994","1994",0.12920950505553,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","1995","1995",0.20436505403456,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","1996","1996",0.24195283261186,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","1997","1997",0.36373611296178,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","1998","1998",0.44280641830138,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","1999","1999",0.53895994334608,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2000","2000",0.54626391826236,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2001","2001",0.52216010426604,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2002","2002",0.39675109416063,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2009","2009",0.30411855438277,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2010","2010",0.35817309965857,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2011","2011",0.29362845202869,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2012","2012",0.22064045838436,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2014","2014",0.41178487350619,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2015","2015",0.50868520369999,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2016","2016",0.55648895564088,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2017","2017",0.58745861771016,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2018","2018",0.49096532398169,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2019","2019",0.49736235598876,,
"PRT","Portugal","IND-EQUI-NEWREG-ROADTRACTOR-PC","First registrations of road tractors per one thousand inhabitants","2020","2020",0.41769118840572,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2006","2006",0.35877450267324,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2007","2007",0.32348011739029,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2008","2008",0.33514346340214,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2009","2009",0.45944260619438,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2010","2010",0.50091937354569,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2011","2011",0.46768254858804,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2012","2012",0.53284462906307,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2013","2013",0.5354464767341,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2014","2014",0.53745915710286,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2015","2015",0.63449250544112,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2016","2016",0.64512676570624,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2017","2017",0.60554226500206,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2018","2018",0.56075215633336,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2019","2019",0.59114135094782,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2020","2020",0.64479776425426,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-GDP","Motorised two-wheelers per one million units of current USD GDP","2021","2021",0.61612163520421,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2000","2000",1.092937302329,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2001","2001",1.0098003370563,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2002","2002",0.88526115221824,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2003","2003",0.72564651248541,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2004","2004",0.57609565289929,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2005","2005",0.3988954295238,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2006","2006",0.26482555686256,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2007","2007",0.20483561084552,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2008","2008",0.19370356188726,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2009","2009",0.2364414912363,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2010","2010",0.24041142210878,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2011","2011",0.2122747759166,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2012","2012",0.23451862615966,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2013","2013",0.22570295091006,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2014","2014",0.22173232083685,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2015","2015",0.26616799262064,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2016","2016",0.26339051271405,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2017","2017",0.2393988810479,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2018","2018",0.2129000527879,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2019","2019",0.21421190253739,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2020","2020",0.21550546582296,,
"ROU","Romania","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2021","2021",0.19043485700384,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2000","2000",74.558799816418,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2001","2001",71.325234559673,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2002","2002",64.546999936101,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2003","2003",53.413271272136,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2004","2004",43.020001567532,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2005","2005",34.165866346552,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2006","2006",26.393900793044,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2007","2007",20.358719158094,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2008","2008",18.79162048772,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2009","2009",24.38177305628,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2010","2010",25.405618330473,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2011","2011",22.503851911976,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2012","2012",25.049843840837,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2013","2013",24.741439874646,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2014","2014",24.572986368931,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2015","2015",28.97990803791,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2016","2016",29.534747858906,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2017","2017",28.542823985932,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2018","2018",26.51915476267,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2019","2019",27.499978349392,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2020","2020",28.941178629782,,
"ROU","Romania","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2021","2021",26.667533690561,,
"ROU","Romania","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2018","2018",3.0948595392228,,
"ROU","Romania","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2019","2019",3.1756114807078,,
"ROU","Romania","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2020","2020",3.3382182552786,,
"ROU","Romania","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2021","2021",3.0739474584047,,
"ROU","Romania","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2018","2018",0.58530458510744,,
"ROU","Romania","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2019","2019",0.58134124902965,,
"ROU","Romania","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2020","2020",0.59630207238825,,
"ROU","Romania","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2021","2021",0.53588819349143,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","1994","1994",0.8361686449954,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","1995","1995",0.59003096706032,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","1996","1996",0.62853285143181,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","1997","1997",0.68162657358175,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","1998","1998",0.63679798940918,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","1999","1999",0.79884488346328,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2000","2000",0.85690729694099,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2001","2001",0.86416391277394,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2002","2002",0.73486661414644,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2003","2003",0.61550296598639,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2004","2004",0.51008580417271,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2006","2006",0.28012586058103,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2007","2007",0.19862100769784,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2008","2008",0.15472861723138,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2009","2009",0.18440885503784,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2010","2010",0.18315660413709,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2011","2011",0.15715404571124,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2012","2012",0.43367244639879,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2013","2013",0.44758587568766,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2014","2014",0.47170505649474,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2015","2015",0.59454510105304,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2016","2016",0.63799191215609,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2017","2017",0.61256115525123,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2018","2018",0.57078437572364,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2019","2019",0.58540072214128,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2020","2020",0.60709524810871,,
"ROU","Romania","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2021","2021",0.53588819349143,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2006","2006",2.0656551739757,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2007","2007",2.7044030397574,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2008","2008",3.4972946324778,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2009","2009",3.9273377221255,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2010","2010",4.2066253101529,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2011","2011",4.4711192360671,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2012","2012",4.7586914670355,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2013","2013",5.0852462555345,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2014","2014",5.3914366979844,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2015","2015",5.6958108191035,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2016","2016",6.0670175670647,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2017","2017",6.4962403097906,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2018","2018",7.0062755565506,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2019","2019",7.6600091019618,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2020","2020",8.4129715420251,,
"ROU","Romania","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2021","2021",9.1969196459392,,
"ROU","Romania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2000","2000",1.8141983073453,,
"ROU","Romania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2001","2001",1.8430803945604,,
"ROU","Romania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2002","2002",1.8766253655692,,
"ROU","Romania","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2003","2003",1.9443017594153,,
